l,mu,nu,Real,Imag,Magnitud
8,0,9,-0.1026440434034226,0.058021106491064824,0.11790779636924434
8,0,10,-0.18236526711575482,0.03846422058202882,0.18637753865523488
8,0,11,-0.017993840069093256,-0.01014451315178753,0.02065646212493553
8,0,12,0.873207585447394,0.08819670050850639,0.8776503547902519
8,0,13,-0.3216820063988165,0.003596725380579772,0.3217021132573293
8,0,14,-1.512465680971311,0.1428119266974712,1.5191931024471692
8,0,15,-0.1052885455708307,0.13048309465827704,0.16766489143533234
8,0,16,-0.027194050795234,-0.023350521971212786,0.035843594615800715
9,0,0,0.10302811293407992,-0.009855001615109792,0.10349837250696911
9,0,1,9.387104371808713e-18,0.020962822770822474,0.020962822770822474
9,0,2,0.10302811293407993,0.00985500161510979,0.10349837250696912
9,0,3,0.17105580246927746,0.20516625135090008,0.26712034413685
9,0,4,0.6510469302741545,-0.07860510523130809,0.6557750132384008
9,0,5,0.2929136133511392,0.020561095303236313,0.2936343704788141
9,0,6,-0.6510469302741542,-0.07860510523130806,0.6557750132384005
9,0,7,-0.2646581490864435,0.02098896856453276,0.26548911970034683
9,0,8,0.26465814908644353,0.020988968564532764,0.2654891197003469
9,0,9,0.2929136133511392,-0.020561095303236313,0.2936343704788141
9,0,10,-0.17105580246927746,0.20516625135090005,0.26712034413685
9,0,11,-0.32219344538614636,-0.03903028889824975,0.32454888645822916
9,0,12,-0.32219344538614636,0.03903028889824974,0.32454888645822916
9,0,13,0.24082428589976462,0.017366618945956553,0.24144965548276442
9,0,14,-0.24610704312588066,-0.140359651816529,0.28331874017477443
9,0,15,0.18703458495813113,0.04173437756490663,0.19163427209450443
9,0,16,0.18703458495813113,-0.04173437756490663,0.19163427209450443
9,0,17,0.2461070431258806,-0.140359651816529,0.2833187401747744
9,0,18,0.24082428589976462,-0.01736661894595655,0.24144965548276442
10,0,0,-0.028364657398215927,0.0017277925121754086,0.02841723167874195
10,0,1,0.0602625518708223,-0.13309842165528799,0.14610532161804504
10,0,2,-0.24620556037384395,-0.05802329145977975,0.25295035147400974
10,0,3,-0.12378936947476686,-0.04425217509245369,0.1314612604358163
10,0,4,0.7122725552588656,0.10425414156694052,0.7198618749516141
10,0,5,-0.2785550063273707,-0.1445588563112744,0.3138314109327892
10,0,6,0.32763453226257516,-0.0385283325780266,0.32989213258603095
10,0,7,0.24710938568689764,0.012070112488335612,0.24740399372289246
10,0,8,-0.6476204802493257,-2.3364037468238583e-19,0.6476204802493257
10,0,9,-0.24710938568689764,0.012070112488335612,0.24740399372289246
10,0,10,0.3276345322625751,0.0385283325780266,0.3298921325860309
10,0,11,0.2785550063273706,-0.1445588563112744,0.31383141093278916
10,0,12,0.7122725552588656,-0.10425414156694052,0.7198618749516141
10,0,13,0.12378936947476685,-0.04425217509245369,0.1314612604358163
10,0,14,-0.24620556037384403,0.05802329145977976,0.25295035147400985
10,0,15,-0.06026255187082229,-0.13309842165528799,0.14610532161804504
10,0,16,-1.3637837367141008,0.09289915307151259,1.366944158759706
10,0,17,-1.3637837367141008,-0.0928991530715126,1.366944158759706
10,0,18,0.028364657398215923,0.0017277925121754094,0.028417231678741946
10,0,19,0.9521233588451552,-0.07450065785718013,0.9550336321196928
10,0,20,0.9521233588451552,0.07450065785718013,0.9550336321196928
12,0,0,-0.4321731496228794,-0.05375077877451459,0.4355029017972515
12,0,1,-0.06385118792991645,-0.010378234776897519,0.06468911776447345
12,0,2,0.8992750154076938,-0.006873137608033587,0.8993012806379668
12,0,3,-0.05686992220642481,0.053926089671006976,0.07837226039212021
12,0,4,-0.9162316716875041,-0.05678482596899614,0.9179896473618901
12,0,5,0.10285549169349228,0.0843864657135514,0.13304257877512166
12,0,6,0.8387814758233194,-3.749513458192248e-21,0.8387814758233194
12,0,7,-0.1028554916934923,0.0843864657135514,0.13304257877512166
12,0,8,-0.916231671687504,0.056784825968996124,0.91798964736189
12,0,9,0.0568699222064248,0.05392608967100698,0.07837226039212021
12,0,10,0.8992750154076938,0.006873137608033586,0.8993012806379668
12,0,11,0.06385118792991641,-0.01037823477689746,0.06468911776447339
12,0,12,-0.4321731496228794,0.05375077877451459,0.4355029017972515
12,0,13,-0.026009475333606008,0.014193581429605338,0.029630230524386694
12,0,14,0.5274189026617516,-0.03662328830050792,0.528688910542739
