lambda_A,Sigma_z,Sigma_x,Sigma_y
2.953907815631262,3.6499238836087375,3.1242118054567585,3.5111789116964727
2.9639278557114226,3.689994041433892,3.132892925025337,3.5121066068150664
2.973947895791583,3.7304326530949616,3.1419871290051553,3.512735004538853
2.9839679358717435,3.7712329764048205,3.151484780851652,3.5130564366674677
2.993987975951904,3.8123873472787193,3.1613744286724628,3.5130627326704276
3.004008016032064,3.853887148645318,3.1716427670555816,3.5127452354909154
3.0140280561122244,3.8957227807139154,3.182274601223467,3.5120948208338976
3.024048096192385,3.9378836327953985,3.193252813739258,3.511101920060818
3.034068136272545,3.9803580568833197,3.204558334006978,3.5097565468065106
3.0440881763527052,4.023133343210044,3.2161701108244567,3.508048327426619
3.0541082164328657,4.066195698001592,3.2280650882652084,3.505966535375564
3.064128256513026,4.1095302236634,3.2402181851842853,3.5035001296060186
3.074148296593186,4.153120901637317,3.2526022786625566,3.5006377970708873
3.0841683366733466,4.196950578178696,3.265188191724506,3.4973679993979836
3.094188376753507,4.241000953309929,3.2779446856859185,3.4936790237957425
3.1042084168336674,4.285252573214836,3.290838457510343,3.4895590382357806
3.1142284569138274,4.3296848263452254,3.3038341425762283,3.484996150944374
3.124248496993988,4.37427594351823,3.3168943232808332,3.479978474220548
3.1342685370741483,4.419003002289084,3.3299795439316315,3.4744941925829345
3.1442885771543083,4.463841935890303,3.3430483324016023,3.4685316352312885
3.1543086172344688,4.50876754703333,3.3560572290507675,3.462079352791255
3.164328657314629,4.553753526873542,3.3689608234430737,3.455126198292867
3.1743486973947896,4.598772479443408,3.3817117994147265,3.4476614123142943
3.1843687374749496,4.643795951861848,3.394260989077484,3.439674712202488
3.19438877755511,4.688794470629952,3.4065574363678777,3.4311563852618376
3.2044088176352705,4.73373758432459,3.418548470780735,3.422097385780545
3.214428857715431,4.778593913001672,3.4301797919527734,3.412489435742443
3.224448897795591,4.823331204619638,3.441395565788668,3.4023251290493164
3.2344689378757514,4.867916398791657,3.452138532848261,3.391598039055542
3.244488977955912,4.912315698171089,3.4623501297387422,3.380302829193333
3.254509018036072,4.95649464776979,3.4719706242796087,3.3684353664426934
3.2645290581162323,5.000418222501585,3.4809392652305453,3.355992837376037
3.2745490981963927,5.044050923234836,3.489194447392972,3.3429738664830033
3.284569138276553,5.087356881627194,3.4966738929139827,3.3293786364565685
3.294589178356713,5.1302999740029875,3.503314849636886,3.3152090100973908
3.3046092184368736,5.172843944518634,3.509054307354621,3.300468653469391
3.314629258517034,5.214952537844172,3.513829232830624,3.285163159916252
3.3246492985971945,5.2565896415688655,3.5175768244557166,3.269300174525823
3.3346693386773545,5.297719438516315,3.5202347874085977,3.2528895186077946
3.344689378757515,5.338306569128482,3.521741630180703,3.235943313729468
3.3547094188376754,5.3783163040494015,3.522036983313244,3.218476104835503
3.3647294589178354,5.417714727006934,3.521061941173797,3.2005049819602194
3.374749498997996,5.456468928055066,3.518759427571449,3.1820497000259236
