>BT8; Created QKowari;
>grid: 
>backgr: 
0.0
0	0.75	5.5178
0	5.75	0
0	10.75	8.2571
0	15.75	10.1413
0	20.75	0
0	25.75	3.9605
0	30.75	0
0	35.75	0.0475
0	40.75	33.2118
0	45.75	0
0	50.75	13.5695
0	55.75	3.5457
0	60.75	11.7735
0	65.75	0
0	70.75	12.7038
0	75.75	12.6236
0	80.75	0
0	85.75	1.9507
0	90.75	25.7383
0	95.75	10.6791
0	100.75	0
0	105.75	0
0	110.75	10.4608
0	115.75	0
0	120.75	5.4361
0	125.75	0
0	130.75	6.0961
0	135.75	0
0	140.75	2.4917
0	145.75	17.1503
0	150.75	7.2206
0	155.75	0
0	160.75	20.4055
0	165.75	2.8647
0	170.75	7.5434
0	175.75	0
0	180.75	0.3898
0	185.75	0
0	190.75	0.3636
0	195.75	16.9658
0	200.75	0
0	205.75	4.4348
0	210.75	7.6986
0	215.75	6.8039
0	220.75	9.6581
0	225.75	0
0	230.75	14.8815
0	235.75	22.1121
0	240.75	0
0	245.75	10.2272
0	250.75	0
0	255.75	0
0	260.75	15.8764
0	265.75	0
0	270.75	0
0	275.75	0
0	280.75	25.8424
0	285.75	0
0	290.75	0
0	295.75	16.7873
0	300.75	3.8164
0	305.75	8.035
0	310.75	7.7899
0	315.75	0.449
0	320.75	0
0	325.75	21.066
0	330.75	20.8356
0	335.75	13.5128
0	340.75	12.817
0	345.75	8.9499
0	350.75	2.326
0	355.75	0
4.627	0.866	0.06255
4.627	5.866	3.833
4.627	10.866	2.2199
4.627	15.866	25.65355
4.627	20.866	6.05255
4.627	25.866	14.0832
4.627	30.866	1.41115
4.627	35.866	8.75995
4.627	40.866	18.93215
4.627	45.866	4.26445
4.627	50.866	0.99505
4.627	55.866	15.03215
4.627	60.866	9.1993
4.627	65.866	9.3226
4.627	70.866	19.7323
4.627	75.866	5.9884
4.627	80.866	8.1799
4.627	85.866	2.32035
4.627	90.866	16.49285
4.627	95.866	0
4.627	100.866	9.54055
4.627	105.866	10.8912
4.627	110.866	17.67015
4.627	115.866	0
4.627	120.866	14.99485
4.627	125.866	5.52645
4.627	130.866	5.27795
4.627	135.866	10.25195
4.627	140.866	4.48345
4.627	145.866	0
4.627	150.866	0
4.627	155.866	11.6455
4.627	160.866	8.1104
4.627	165.866	11.1971
4.627	170.866	10.15515
4.627	175.866	0
4.627	180.866	9.43515
4.627	185.866	6.3986
4.627	190.866	20.9771
4.627	195.866	6.27225
4.627	200.866	15.5247
4.627	205.866	16.951
4.627	210.866	14.5171
4.627	215.866	18.4383
4.627	220.866	1.01275
4.627	225.866	13.08005
4.627	230.866	12.24145
4.627	235.866	5.2948
4.627	240.866	9.5825
4.627	245.866	7.1767
4.627	250.866	6.3924
4.627	255.866	11.51795
4.627	260.866	3.77735
4.627	265.866	2.67865
4.627	270.866	9.2779
4.627	275.866	2.7983
4.627	280.866	17.3374
4.627	285.866	8.53785
4.627	290.866	0.3778
4.627	295.866	9.76945
4.627	300.866	0
4.627	305.866	12.2277
4.627	310.866	7.7257
4.627	315.866	5.1701
4.627	320.866	0
4.627	325.866	20.72365
4.627	330.866	13.977
4.627	335.866	17.2448
4.627	340.866	2.1181
4.627	345.866	0
4.627	350.866	18.4368
4.627	355.866	0
10.371	0.878	3.2295
10.371	5.878	8.043
10.371	10.878	13.5869
10.371	15.878	0
10.371	20.878	19.4797
10.371	25.878	0
10.371	30.878	0
10.371	35.878	3.2252
10.371	40.878	0
10.371	45.878	2.2432
10.371	50.878	10.2343
10.371	55.878	2.1819
10.371	60.878	0.3528
10.371	65.878	0
10.371	70.878	0.5859
10.371	75.878	0
10.371	80.878	0
10.371	85.878	0
10.371	90.878	0
10.371	95.878	8.0937
10.371	100.878	2.7429
10.371	105.878	17.1005
10.371	110.878	0
10.371	115.878	16.0576
10.371	120.878	17.2115
10.371	125.878	0
10.371	130.878	14.1044
10.371	135.878	16.0999
10.371	140.878	44.6849
10.371	145.878	9.967
10.371	150.878	12.5102
10.371	155.878	9.3009
10.371	160.878	0
10.371	165.878	9.8699
10.371	170.878	0
10.371	175.878	11.969
10.371	180.878	2.1095
10.371	185.878	17.0413
10.371	190.878	18.3399
10.371	195.878	3.8823
10.371	200.878	1.8393
10.371	205.878	0
10.371	210.878	10.169
10.371	215.878	0
10.371	220.878	7.0536
10.371	225.878	0
10.371	230.878	0
10.371	235.878	10.8731
10.371	240.878	12.9678
10.371	245.878	11.4694
10.371	250.878	3.1617
10.371	255.878	14.0755
10.371	260.878	33.5118
10.371	265.878	27.2092
10.371	270.878	0
10.371	275.878	0
10.371	280.878	7.4483
10.371	285.878	3.679
10.371	290.878	0
10.371	295.878	24.7979
10.371	300.878	4.2146
10.371	305.878	40.8263
10.371	310.878	12.4814
10.371	315.878	0.0069
10.371	320.878	9.5885
10.371	325.878	12.4232
10.371	330.878	21.1736
10.371	335.878	0
10.371	340.878	23.771
10.371	345.878	0
10.371	350.878	19.0946
10.371	355.878	0
14.999	0.776	2.7951
14.999	5.776	10.9646
14.999	10.776	5.6432
14.999	15.776	11.3685
14.999	20.776	4.4441
14.999	25.776	11.5492
14.999	30.776	23.1039
14.999	35.776	11.9178
14.999	40.776	0
14.999	45.776	9.8243
14.999	50.776	0
14.999	55.776	18.3465
14.999	60.776	6.3448
14.999	65.776	19.0276
14.999	70.776	12.6359
14.999	75.776	15.9576
14.999	80.776	0
14.999	85.776	6.1202
14.999	90.776	0
14.999	95.776	0
