>BT8; Created QKowari;
>grid: 
>backgr: 
-4.0
0	2.45	203.5185
0	7.45	169.4481
0	12.45	227.5609
0	17.45	195.098
0	22.45	188.7664
0	27.45	133.6657
0	32.45	162.8978
0	37.45	199.689
0	42.45	85.4815
0	47.45	149.4435
0	52.45	145.5086
0	57.45	120.6307
0	62.45	158.4753
0	67.45	189.4731
0	72.45	104.6906
0	77.45	194.444
0	82.45	132.4393
0	87.45	138.2761
0	92.45	144.9185
0	97.45	101.3005
0	102.45	185.4844
0	107.45	131.9042
0	112.45	171.7806
0	117.45	148.4637
0	122.45	200.4099
0	127.45	129.406
0	132.45	310.0875
0	137.45	234.6509
0	142.45	149.1398
0	147.45	137.5056
0	152.45	272.8806
0	157.45	141.9666
0	162.45	166.6468
0	167.45	203.8215
0	172.45	187.4824
0	177.45	237.4444
0	182.45	195.087
0	187.45	262.1925
0	192.45	232.6753
0	197.45	161.3098
0	202.45	129.8768
0	207.45	103.2502
0	212.45	179.1392
0	217.45	149.0793
0	222.45	110.2399
0	227.45	176.5295
0	232.45	134.3027
0	237.45	117.8357
0	242.45	138.378
0	247.45	228.8355
0	252.45	126.3178
0	257.45	184.5202
0	262.45	187.4766
0	267.45	121.1958
0	272.45	184.3843
0	277.45	151.6733
0	282.45	116.3808
0	287.45	129.6038
0	292.45	181.9848
0	297.45	153.9369
0	302.45	154.7223
0	307.45	128.2369
0	312.45	199.3541
0	317.45	212.0785
0	322.45	183.4067
0	327.45	158.6379
0	332.45	151.1918
0	337.45	118.82
0	342.45	120.1556
0	347.45	211.5076
0	352.45	166.5984
0	357.45	196.4485
4.403	2.562	193.22315
4.403	7.562	235.1827
4.403	12.562	153.017
4.403	17.562	167.93265
4.403	22.562	233.1105
4.403	27.562	203.4258
4.403	32.562	198.20085
4.403	37.562	166.6943
4.403	42.562	134.03625
4.403	47.562	191.0048
4.403	52.562	238.73745
4.403	57.562	149.44605
4.403	62.562	118.64965
4.403	67.562	218.4186
4.403	72.562	113.2936
4.403	77.562	123.63315
4.403	82.562	146.7224
4.403	87.562	156.26045
4.403	92.562	185.95035
4.403	97.562	119.74985
4.403	102.562	179.98325
4.403	107.562	140.15495
4.403	112.562	170.69505
4.403	117.562	183.0427
4.403	122.562	199.4881
4.403	127.562	176.6067
