lambda_A,B_0_0,B_4_0,B_6_0
3.635270541082164,71.9385433944419,-0.5781320223624319,-4.532338124225555
3.6452905811623246,72.33566405001919,-0.7305986315342817,-4.469315033256832
3.655310621242485,72.73387779851029,-0.88703175965749,-4.399193266280153
3.665330661322645,73.13318463991516,-1.047492051114518,-4.321735331629364
3.6753507014028055,73.53358457423377,-1.2120407476654018,-4.2366988057987705
3.685370741482966,73.93507760146623,-1.3807396919913726,-4.14383626362712
3.695390781563126,74.33766372161242,-1.5536513312482008,-4.042895207816578
3.7054108216432864,74.74134293467242,-1.7308387206293692,-3.9336179977827865
3.715430861723447,75.14611524064618,-1.9123655269387008,-3.815741777832339
3.7254509018036073,75.55198063953377,-2.098296032172903,-3.688998404663437
3.7354709418837673,75.95893913133511,-2.2886951371137108,-3.553114374186046
3.7454909819639277,76.36699071605022,-2.4836283649297504,-3.407810747657544
3.755511022044088,76.77613539367916,-2.683161864788139,-3.2528030771298875
3.7655310621242486,77.18637316422185,-2.887362415475704,-3.0878013302044467
3.7755511022044086,77.59770402767829,-3.0962974290299385,-2.912509814090486
3.785571142284569,78.01012798404857,-3.310034954379787,-2.7266270989631733
3.7955911823647295,78.42364503333262,-3.528643680995868,-2.5298459406175335
3.8056112224448895,78.83825517553043,-3.7521929425506118,-2.321853202413916
3.81563126252505,79.25395841064207,-3.9807527205880753,-2.1023297765111626
3.8256513026052104,79.67075473866743,-4.214393648203301,-1.8709505043836405
3.835671342685371,80.08864415960663,-4.45318701373159,-1.6273840966177087
3.845691382765531,80.50762667345955,-4.697204764447344,-1.371293051983931
3.8557114228456912,80.9277022802263,-4.946519510272649,-1.1023335757808612
3.8657314629258517,81.3488709799068,-5.201204527495476,-0.8201554974464261
3.875751503006012,81.77113277250115,-5.461333762497787,-0.5244021874325364
3.885771543086172,82.19448765800922,-5.726981835493091,-0.21471047333937002
3.8957915831663326,82.6189356364311,-5.998224044273891,0.10928944469525595
3.905811623246493,83.04447670776673,-6.275136367968729,0.44797407935522193
3.915831663326653,83.47111087201613,-6.557795470808957,0.8017267422583609
3.9258517034068134,83.89883812917938,-6.84627870590532,1.1709376308259014
3.935871743486974,84.32765847925639,-7.140664119033926,1.5560039159126766
3.9458917835671343,84.75757192224715,-7.441030452432308,1.9573298302031104
3.9559118236472943,85.18857845815171,-7.7474571486049575,2.375326757376391
3.9659318637274548,85.62067808697009,-8.060024354138587,2.810413322045302
3.975951903807615,86.05387080870223,-8.378812923527093,3.263015480472804
3.9859719438877756,86.48815662334813,-8.703904423006286,3.733566612070699
3.9959919839679356,86.92353553090783,-9.035381134398223,4.222507611684354
4.006012024048096,87.36000753138133,-9.373326058965386,4.730286982667948
4.0160320641282565,87.79757262476858,-9.717822921274303,5.257360930753956
4.026052104208416,88.23623081106959,-10.068956173069203,5.804193458721954
4.0360721442885765,88.67598209028439,-10.426810997155124,6.371256461870045
4.046092184368737,89.11682646241304,-10.791473311290837,6.959029824293818
4.056112224448897,89.55876392745546,-11.163029772091289,7.568001515976577
4.066132264529058,90.00179448541161,-11.541567778940108,8.198667690695828
4.076152304609218,90.4459181362816,-11.927175477911442,8.85153278474948
4.086172344689379,90.89113488006535,-12.319941765701742,9.527109616506674
4.096192384769539,91.33744471676287,-12.719956293571084,10.225919486787095
4.1062124248497,91.7848476463742,-13.127309471294232,10.948492280073351
4.11623246492986,92.2333436688993,-13.542092471121528,11.69536656656085
4.1262525050100205,92.68293278433818,-13.964397231749386,12.46708970504919
4.13627254509018,93.13361499269078,-14.39431646230026,13.264217946679151
4.1462925851703405,93.58539029395725,-14.831943646312975,14.087316539521183
4.156312625250501,94.03825868813747,-15.277373045741856,14.93695983401698
4.166332665330661,94.49222017523147,-15.730699704966304,15.813731389281555
4.176352705410821,0.0,0.0,0.0
4.186372745490981,0.0,0.0,0.0
4.196392785571142,0.0,0.0,0.0
4.206412825651302,0.0,0.0,0.0
4.216432865731463,0.0,0.0,0.0
4.226452905811623,0.0,0.0,0.0
4.236472945891784,0.0,0.0,0.0
4.246492985971944,0.0,0.0,0.0
4.2565130260521045,0.0,0.0,0.0
