# alpha	beta	int	d	sig	s_int	s_d	s_sig
-1.570790e+00	1.047190e+00	nan	nan	nan	nan	nan	nan
-1.666270e+00	1.049170e+00	nan	nan	nan	nan	nan	nan
-1.474710e+00	9.359740e-01	3.248984e-02	1.005849e+00	1.299906e-03	1.701060e-02	2.176494e-03	1.444028e-03
-1.577580e+00	9.424940e-01	3.258659e-02	1.014939e+00	7.946285e-05	6.824095e-03	1.532891e-04	1.438570e-04
-1.678490e+00	9.538990e-01	2.665892e-02	1.015340e+00	1.320516e-03	6.153550e-03	1.204932e-03	8.311773e-04
-1.489460e+00	8.233250e-01	2.757589e-01	1.015419e+00	1.656474e-03	1.591939e-02	3.724901e-04	1.981392e-04
-1.600160e+00	8.391170e-01	1.683628e-01	1.015246e+00	1.086841e-03	1.136773e-02	2.068247e-04	1.391637e-04
-1.706550e+00	8.606580e-01	1.079414e-01	1.015037e+00	1.403553e-03	8.413263e-03	4.218757e-04	2.388612e-04
6.160300e-02	1.345810e+00	nan	nan	nan	nan	nan	nan
1.243770e-01	1.401890e+00	nan	nan	nan	nan	nan	nan
1.855780e-01	1.458250e+00	2.277595e-01	1.030985e+00	3.500000e-02	2.448736e+01	2.216967e+01	1.470214e-01
-1.056420e-02	1.434030e+00	nan	nan	nan	nan	nan	nan
5.726780e-02	1.482920e+00	nan	nan	nan	nan	nan	nan
1.241030e-01	1.531910e+00	4.222668e-03	1.010355e+00	6.202569e-05	5.650104e+07	6.701341e+07	9.727990e+06
-7.214980e-02	1.529210e+00	nan	nan	nan	nan	nan	nan
-3.141590e+00	1.570790e+00	nan	nan	nan	nan	nan	nan
-3.069890e+00	1.529450e+00	1.689701e-02	1.013176e+00	3.938543e-03	1.573892e-02	8.192971e-03	5.153387e-03
3.017750e+00	1.511640e+00	nan	nan	nan	nan	nan	nan
3.093860e+00	1.477390e+00	nan	nan	nan	nan	nan	nan
-3.113190e+00	1.443890e+00	nan	nan	nan	nan	nan	nan
2.975400e+00	1.406530e+00	nan	nan	nan	nan	nan	nan
3.055470e+00	1.379660e+00	nan	nan	nan	nan	nan	nan
3.135860e+00	1.354160e+00	1.115201e-02	1.046962e+00	3.207789e-04	4.960763e+02	1.931331e+01	7.844408e+01
-1.857590e+00	1.273340e+00	nan	nan	nan	nan	nan	nan
-1.942920e+00	1.255640e+00	nan	nan	nan	nan	nan	nan
-2.028660e+00	1.240200e+00	nan	nan	nan	nan	nan	nan
-1.835670e+00	1.162000e+00	1.660283e-01	1.049750e+00	2.452333e-02	nan	nan	nan
-1.925960e+00	1.151990e+00	nan	nan	nan	nan	nan	nan
-2.016360e+00	1.145070e+00	nan	nan	nan	nan	nan	nan
-1.823880e+00	1.049270e+00	nan	nan	nan	nan	nan	nan
-1.919950e+00	1.047270e+00	nan	nan	nan	nan	nan	nan
-2.015420e+00	1.049250e+00	1.710290e-02	1.013911e+00	1.413403e-02	4.140241e-02	3.123883e+00	2.660143e-01
-1.823880e+00	9.360510e-01	nan	nan	nan	nan	nan	nan
-1.926740e+00	9.425740e-01	3.436409e-02	1.016705e+00	6.664367e-03	3.297521e-02	1.411799e-01	2.387915e-02
-2.027640e+00	9.539820e-01	nan	nan	nan	nan	nan	nan
-1.838630e+00	8.234020e-01	6.149814e-02	1.015248e+00	1.903656e-03	9.688837e-03	2.030042e-03	1.088923e-03
-1.949320e+00	8.391980e-01	4.925345e-02	1.015740e+00	1.588967e-03	6.479950e-03	9.686252e-04	4.928091e-04
-2.055700e+00	8.607410e-01	6.167135e-01	9.823000e-01	3.076616e-02	9.907619e+00	1.902278e+01	1.440573e-01
-2.875550e-01	1.345780e+00	nan	nan	nan	nan	nan	nan
-2.247770e-01	1.401850e+00	nan	nan	nan	nan	nan	nan
-1.635700e-01	1.458210e+00	2.852265e-02	1.013866e+00	4.345704e-04	7.756279e-03	6.310774e-04	6.880436e-04
-3.597160e-01	1.434010e+00	nan	nan	nan	nan	nan	nan
-2.918790e-01	1.482890e+00	2.476353e-02	1.014339e+00	7.022817e-04	1.180808e-02	1.040289e-03	5.875484e-04
-2.250400e-01	1.531880e+00	2.202681e-02	1.015198e+00	4.051952e-04	5.848622e-03	2.544176e-04	3.286762e-04
-4.212930e-01	1.529190e+00	5.386951e-02	1.013737e+00	2.292248e-03	1.715855e-02	3.371037e-03	1.437574e-03
-3.491400e-01	1.570780e+00	nan	nan	nan	nan	nan	nan
2.864160e+00	1.529480e+00	nan	nan	nan	nan	nan	nan
2.668610e+00	1.511660e+00	2.183109e+00	1.048800e+00	3.500000e-02	nan	nan	nan
2.744730e+00	1.477410e+00	nan	nan	nan	nan	nan	nan
2.820870e+00	1.443910e+00	nan	nan	nan	nan	nan	nan
2.626270e+00	1.406540e+00	nan	nan	nan	nan	nan	nan
2.706350e+00	1.379680e+00	nan	nan	nan	nan	nan	nan
2.786740e+00	1.354180e+00	7.698891e-03	1.036703e+00	2.853415e-08	6.009466e+08	7.808306e+07	1.226375e+06
-2.206680e+00	1.273260e+00	nan	nan	nan	nan	nan	nan
-2.292020e+00	1.255570e+00	3.308825e-03	1.049157e+00	4.995823e-05	1.867128e+15	5.442664e+14	4.187381e+14
-2.377750e+00	1.240140e+00	nan	nan	nan	nan	nan	nan
-2.184770e+00	1.161930e+00	nan	nan	nan	nan	nan	nan
-2.275050e+00	1.151920e+00	1.065575e-02	1.017300e+00	2.024646e-05	2.056529e+06	4.703886e+05	3.181437e+05
-2.365470e+00	1.145000e+00	2.890747e-09	9.839768e-01	1.735748e-02	2.543731e-01	1.483313e+07	8.509183e+05
-2.172980e+00	1.049200e+00	nan	nan	nan	nan	nan	nan
-2.269050e+00	1.047200e+00	nan	nan	nan	nan	nan	nan
-2.364530e+00	1.049180e+00	1.671464e-02	1.017842e+00	1.801774e-03	nan	nan	nan
-2.172980e+00	9.359770e-01	nan	nan	nan	nan	nan	nan
-2.275850e+00	9.425040e-01	2.796393e-02	1.013732e+00	1.302976e-05	2.316363e+08	4.141538e+07	8.247726e+06
-2.376750e+00	9.539150e-01	1.545606e-07	1.049844e+00	3.284684e-02	6.362675e+00	1.163822e+07	6.028646e+05
-2.187740e+00	8.233290e-01	1.574149e-02	1.016847e+00	4.360769e-04	4.022128e-03	2.953269e-04	2.567595e-04
-2.298430e+00	8.391280e-01	1.224228e-02	1.012951e+00	6.592759e-06	2.365189e+08	4.218660e+07	7.204458e+06
-2.404820e+00	8.606760e-01	1.107096e-02	1.013766e+00	3.454077e-05	2.929602e+01	2.777761e+00	3.795948e+00
-6.366220e-01	1.345750e+00	nan	nan	nan	nan	nan	nan
-5.738470e-01	1.401830e+00	8.851907e-03	1.014617e+00	3.512479e-05	1.146593e+06	1.413223e+05	1.944401e+05
-5.126450e-01	1.458190e+00	2.287901e-02	1.015091e+00	4.367693e-06	4.564064e+08	5.240857e+07	6.555272e+06
-7.087890e-01	1.433970e+00	5.327805e-02	1.016772e+00	1.918526e-03	7.856811e-03	1.425160e-03	6.747204e-04
-6.409560e-01	1.482860e+00	5.095013e-02	1.016825e+00	7.444415e-04	5.905206e-03	2.450733e-04	2.016466e-04
-5.741200e-01	1.531850e+00	5.601030e-02	1.017949e+00	1.207050e-03	5.010671e-03	3.576852e-04	2.450680e-04
-7.703740e-01	1.529150e+00	9.863432e-02	1.016938e+00	1.078438e-03	1.074338e-02	2.865662e-04	2.473729e-04
-6.982230e-01	1.570740e+00	1.022216e-01	1.017604e+00	1.011658e-03	8.357511e-03	2.221164e-04	1.657493e-04
2.515080e+00	1.529510e+00	7.256701e-02	1.016935e+00	2.538724e-05	6.380750e+07	1.863978e+06	3.300582e+06
2.319520e+00	1.511700e+00	3.375412e-02	1.017580e+00	8.963805e-04	6.856727e-03	5.910251e-04	4.546319e-04
2.395640e+00	1.477450e+00	4.244654e-02	1.018252e+00	9.175619e-04	6.060856e-03	3.821622e-04	2.995369e-04
2.471770e+00	1.443950e+00	2.068177e-02	1.016985e+00	9.910901e-04	3.673495e-03	5.062041e-04	3.937893e-04
2.277180e+00	1.406590e+00	2.666914e-02	9.924522e-01	2.050983e-05	2.542306e+08	1.101624e+07	1.440000e+07
2.357250e+00	1.379720e+00	1.679828e-02	1.016159e+00	1.533885e-04	4.636319e-03	2.043147e-04	4.346189e-04
2.437640e+00	1.354220e+00	3.464218e-03	9.876738e-01	1.504683e-04	1.034993e-02	1.503423e-03	2.909378e-03
-2.555510e+00	1.273190e+00	nan	nan	nan	nan	nan	nan
-2.640850e+00	1.255480e+00	nan	nan	nan	nan	nan	nan
-2.726590e+00	1.240040e+00	nan	nan	nan	nan	nan	nan
-2.533580e+00	1.161850e+00	nan	nan	nan	nan	nan	nan
-2.623870e+00	1.151830e+00	2.182843e-09	9.862916e-01	1.926653e-05	1.424325e+01	7.896901e+07	3.241366e+07
-2.714290e+00	1.144900e+00	1.879291e-02	1.017811e+00	1.223984e-03	1.307082e-02	1.428124e-03	1.491927e-03
-2.521780e+00	1.049120e+00	nan	nan	nan	nan	nan	nan
-2.617860e+00	1.047120e+00	nan	nan	nan	nan	nan	nan
-2.713340e+00	1.049090e+00	2.025825e-02	1.015958e+00	2.256221e-03	6.282571e-03	4.067198e-03	1.734610e-03
-2.521770e+00	9.359030e-01	6.064229e-08	1.036984e+00	1.383137e-02	9.864630e-02	3.410127e+05	2.907820e+04
-2.624640e+00	9.424180e-01	1.659394e-02	1.013637e+00	3.744348e-04	8.029554e-03	5.947451e-04	6.381749e-04
-2.725550e+00	9.538200e-01	4.063262e-09	1.030150e+00	1.440769e-02	6.594219e-01	6.320091e+07	5.098276e+06
-2.536510e+00	8.232530e-01	2.984788e-02	1.014842e+00	1.619865e-03	6.769331e-03	1.916636e-03	9.698853e-04
-2.647210e+00	8.390400e-01	1.230349e-12	9.867374e-01	4.078474e-03	nan	nan	nan
-2.753610e+00	8.605780e-01	3.045590e-02	1.016166e+00	4.748561e-04	4.640111e-03	2.289159e-04	1.717068e-04
-9.854690e-01	1.345860e+00	nan	nan	nan	nan	nan	nan
-9.227000e-01	1.401940e+00	3.963339e-09	1.049508e+00	2.034475e-02	1.003279e+00	1.142852e+08	1.081832e+07
-8.615020e-01	1.458310e+00	5.825013e-02	1.017192e+00	9.602626e-04	5.458583e-03	2.931952e-04	1.956131e-04
-1.057640e+00	1.434070e+00	1.778411e-02	1.015295e+00	2.082572e-03	1.341845e-02	6.782760e-03	4.253690e-03
-9.898140e-01	1.482970e+00	2.082274e-02	1.016353e+00	2.406672e-03	8.750411e-03	1.077457e-02	3.720687e-03
-9.229820e-01	1.531960e+00	5.244330e-02	1.017262e+00	1.032749e-03	5.007764e-03	3.198549e-04	2.232747e-04
-1.119230e+00	1.529240e+00	9.221557e-03	1.017094e+00	1.398008e-05	6.841165e+07	7.403534e+06	1.083139e+06
2.094500e+00	1.570750e+00	2.850097e-02	1.017554e+00	7.407280e-04	4.412461e-03	3.632685e-04	2.463683e-04
2.166210e+00	1.529400e+00	3.537492e-02	1.017837e+00	8.608302e-04	4.992777e-03	3.957472e-04	2.535366e-04
1.970650e+00	1.511610e+00	1.650126e-02	1.016839e+00	1.901292e-03	9.588969e-03	5.208777e-03	2.544679e-03
2.046770e+00	1.477350e+00	1.349605e-02	9.969173e-01	1.051133e-04	3.327179e+08	2.580142e+07	3.847059e+07
2.122900e+00	1.443840e+00	1.269119e-02	1.015025e+00	4.548074e-07	5.926227e+07	2.334776e+07	2.056979e+06
1.928290e+00	1.406500e+00	nan	nan	nan	nan	nan	nan
2.008370e+00	1.379630e+00	nan	nan	nan	nan	nan	nan
2.088760e+00	1.354120e+00	nan	nan	nan	nan	nan	nan
-2.904730e+00	1.273240e+00	nan	nan	nan	nan	nan	nan
-2.990070e+00	1.255540e+00	nan	nan	nan	nan	nan	nan
-3.075810e+00	1.240090e+00	nan	nan	nan	nan	nan	nan
-2.882810e+00	1.161900e+00	nan	nan	nan	nan	nan	nan
-2.973100e+00	1.151890e+00	nan	nan	nan	nan	nan	nan
-3.063510e+00	1.144960e+00	nan	nan	nan	nan	nan	nan
-2.871010e+00	1.049170e+00	nan	nan	nan	nan	nan	nan
-2.967080e+00	1.047170e+00	1.322112e-02	1.016510e+00	1.520161e-03	7.472406e-03	4.420772e-03	2.103021e-03
-3.062570e+00	1.049140e+00	2.767038e-02	1.015260e+00	8.885631e-04	5.352689e-03	4.876529e-04	3.739275e-04
-2.871000e+00	9.359540e-01	3.473501e-02	1.015425e+00	4.764457e-07	1.888644e+08	2.072666e+07	2.196281e+06
-2.973870e+00	9.424710e-01	5.368094e-02	1.015465e+00	1.024858e-03	7.707090e-03	4.021997e-04	3.563831e-04
-3.074780e+00	9.538740e-01	1.170747e-01	1.015546e+00	1.385593e-03	9.309889e-03	3.873577e-04	2.166615e-04
-2.885740e+00	8.233040e-01	1.006686e-01	1.015699e+00	1.578861e-03	8.642309e-03	6.098718e-04	3.318283e-04
-2.996440e+00	8.390930e-01	1.537831e-01	1.015344e+00	1.195601e-03	1.014808e-02	2.549149e-04	1.652036e-04
-3.102830e+00	8.606320e-01	2.786264e-01	1.014628e+00	1.413177e-03	1.256643e-02	2.044876e-04	1.263158e-04
-1.334700e+00	1.345840e+00	nan	nan	nan	nan	nan	nan
-1.271930e+00	1.401920e+00	nan	nan	nan	nan	nan	nan
-1.210730e+00	1.458280e+00	nan	nan	nan	nan	nan	nan
-1.406870e+00	1.434060e+00	nan	nan	nan	nan	nan	nan
-1.339040e+00	1.482950e+00	nan	nan	nan	nan	nan	nan
-1.272200e+00	1.531940e+00	nan	nan	nan	nan	nan	nan
-1.468460e+00	1.529230e+00	nan	nan	nan	nan	nan	nan
1.745290e+00	1.570760e+00	nan	nan	nan	nan	nan	nan
1.816990e+00	1.529420e+00	3.562659e-01	1.002950e+00	3.500000e-02	5.826747e+00	1.130281e+01	4.541935e+00
1.621440e+00	1.511620e+00	nan	nan	nan	nan	nan	nan
1.697550e+00	1.477370e+00	nan	nan	nan	nan	nan	nan
1.773680e+00	1.443860e+00	5.881200e-02	1.006383e+00	2.690376e-03	3.348685e+00	3.107064e-02	3.407354e-03
1.579080e+00	1.406510e+00	nan	nan	nan	nan	nan	nan
1.659160e+00	1.379640e+00	nan	nan	nan	nan	nan	nan
1.739550e+00	1.354130e+00	1.605778e-02	1.011784e+00	4.660659e-03	9.644790e-03	5.568259e-02	1.215420e-02
3.029460e+00	1.273290e+00	nan	nan	nan	nan	nan	nan
2.944120e+00	1.255600e+00	nan	nan	nan	nan	nan	nan
2.858390e+00	1.240160e+00	1.787593e-02	1.016369e+00	9.075215e-05	4.034004e-01	1.148472e-01	8.476826e-02
3.051380e+00	1.161960e+00	1.856646e-09	9.821380e-01	3.500000e-02	nan	nan	nan
2.961100e+00	1.151950e+00	nan	nan	nan	nan	nan	nan
2.870690e+00	1.145020e+00	nan	nan	nan	nan	nan	nan
3.063180e+00	1.049230e+00	3.980531e-02	1.017283e+00	5.194598e-03	3.687193e-02	1.149206e-02	6.781149e-03
2.967110e+00	1.047230e+00	nan	nan	nan	nan	nan	nan
2.871630e+00	1.049200e+00	2.545630e-02	1.016245e+00	1.245884e-03	5.247777e-03	8.917070e-04	5.697702e-04
3.063180e+00	9.360100e-01	8.307566e-02	1.015060e+00	2.059865e-03	1.037577e-02	1.528285e-03	6.411942e-04
2.960320e+00	9.425300e-01	6.677301e-02	1.015917e+00	1.282271e-03	8.782976e-03	7.082668e-04	3.849585e-04
2.859410e+00	9.539350e-01	3.200457e-02	1.015822e+00	6.096755e-04	5.892721e-03	3.663511e-04	3.412233e-04
3.048430e+00	8.233610e-01	1.774690e-01	1.015114e+00	1.388234e-03	1.255186e-02	3.508081e-04	2.317127e-04
2.937740e+00	8.391530e-01	1.544006e-01	1.014769e+00	1.296657e-03	1.108035e-02	2.603942e-04	1.716868e-04
2.831360e+00	8.606940e-01	7.753363e-02	1.015005e+00	1.261990e-03	6.334609e-03	3.793949e-04	2.384627e-04
-1.683690e+00	1.345810e+00	nan	nan	nan	nan	nan	nan
-1.620920e+00	1.401880e+00	nan	nan	nan	nan	nan	nan
-1.559710e+00	1.458250e+00	nan	nan	nan	nan	nan	nan
-1.755860e+00	1.434030e+00	nan	nan	nan	nan	nan	nan
-1.688020e+00	1.482920e+00	nan	nan	nan	nan	nan	nan
-1.621180e+00	1.531910e+00	1.257648e-02	9.864671e-01	1.095056e-03	1.230350e-02	2.347245e-03	2.008720e-03
-1.817440e+00	1.529210e+00	nan	nan	nan	nan	nan	nan
1.396310e+00	1.570790e+00	4.068927e-03	9.831560e-01	1.103378e-03	3.109108e-02	2.915389e-02	1.590721e-02
1.468010e+00	1.529450e+00	nan	nan	nan	nan	nan	nan
1.272460e+00	1.511640e+00	5.680808e-02	1.005734e+00	1.443327e-05	1.168181e+09	9.508370e+07	3.635480e+07
1.348580e+00	1.477390e+00	nan	nan	nan	nan	nan	nan
1.424710e+00	1.443890e+00	2.397498e-01	9.822670e-01	2.645029e-02	6.690128e+00	8.064765e+01	1.866793e-01
1.230120e+00	1.406520e+00	nan	nan	nan	nan	nan	nan
1.310190e+00	1.379660e+00	nan	nan	nan	nan	nan	nan
1.390580e+00	1.354160e+00	nan	nan	nan	nan	nan	nan
2.680240e+00	1.273150e+00	2.515015e-02	9.961364e-01	1.018844e-03	1.042473e-01	1.943353e-02	1.385314e-02
2.594900e+00	1.255460e+00	nan	nan	nan	nan	nan	nan
2.509160e+00	1.240020e+00	nan	nan	nan	nan	nan	nan
2.702160e+00	1.161810e+00	nan	nan	nan	nan	nan	nan
2.611870e+00	1.151800e+00	nan	nan	nan	nan	nan	nan
2.521450e+00	1.144880e+00	1.027005e-02	1.016081e+00	3.500767e-04	3.370075e-03	2.559602e-04	2.607160e-04
2.713950e+00	1.049090e+00	nan	nan	nan	nan	nan	nan
2.617880e+00	1.047090e+00	nan	nan	nan	nan	nan	nan
2.522390e+00	1.049060e+00	nan	nan	nan	nan	nan	nan
2.713960e+00	9.358670e-01	2.464695e-14	9.914147e-01	1.292456e-02	7.457663e-03	1.356888e+08	1.191253e+08
2.611090e+00	9.423890e-01	nan	nan	nan	nan	nan	nan
2.510170e+00	9.537970e-01	3.800121e-01	9.931821e-01	3.500000e-02	2.967972e+01	1.952675e+02	1.361544e+00
2.699210e+00	8.232180e-01	2.694167e-02	1.015411e+00	1.842264e-03	7.784142e-03	2.635885e-03	1.317012e-03
2.588500e+00	8.390120e-01	nan	nan	nan	nan	nan	nan
2.482100e+00	8.605570e-01	7.601574e-03	1.043663e+00	4.564426e-03	2.915247e-01	2.975567e-01	9.024212e-02
-2.032880e+00	1.345800e+00	nan	nan	nan	nan	nan	nan
-1.970110e+00	1.401880e+00	1.650618e+00	1.048228e+00	3.500000e-02	1.965466e+01	1.004424e+00	1.473396e+01
-1.908920e+00	1.458250e+00	nan	nan	nan	nan	nan	nan
-2.105060e+00	1.434010e+00	1.653597e-02	1.019249e+00	1.339031e-03	6.447946e-03	2.005473e-03	1.016670e-03
-2.037230e+00	1.482910e+00	2.024698e-02	1.013477e+00	4.219563e-05	4.172350e-01	1.043951e-01	1.844384e-01
-1.970400e+00	1.531900e+00	2.254363e-02	1.017620e+00	1.129754e-04	4.787713e-03	9.830775e-05	9.627347e-05
-2.166650e+00	1.529180e+00	5.655220e-02	1.015920e+00	3.550949e-04	1.184713e-02	2.348217e-04	2.331950e-04
-2.094510e+00	1.570790e+00	3.712941e-02	1.017240e+00	3.417773e-04	6.437838e-03	1.710656e-04	1.876353e-04
1.118790e+00	1.529460e+00	2.427316e-02	1.017115e+00	4.714744e-04	4.166345e-03	2.221714e-04	1.902204e-04
9.232340e-01	1.511680e+00	9.105205e-02	1.017870e+00	1.345933e-03	7.600430e-03	4.363615e-04	2.447221e-04
9.993480e-01	1.477420e+00	2.564052e-02	1.019775e+00	4.371957e-04	8.250834e-03	3.745231e-04	3.357192e-04
1.075480e+00	1.443900e+00	1.452715e-02	1.018101e+00	1.976357e-03	5.192399e-03	4.100450e-03	1.703381e-03
8.808730e-01	1.406570e+00	2.920658e-02	1.017995e+00	2.594171e-03	9.665832e-03	6.204214e-03	2.270127e-03
9.609440e-01	1.379690e+00	nan	nan	nan	nan	nan	nan
1.041330e+00	1.354180e+00	1.283865e-02	1.016796e+00	1.360183e-04	nan	nan	nan
2.331380e+00	1.273280e+00	1.752229e-02	9.829750e-01	3.429196e-02	3.735338e+01	5.806946e+01	2.028362e+01
2.246040e+00	1.255580e+00	4.440892e-14	1.038909e+00	1.301372e-02	nan	nan	nan
2.160310e+00	1.240130e+00	2.253814e-02	1.033825e+00	4.034528e-03	2.264447e-02	4.208893e-02	8.724964e-03
2.353310e+00	1.161940e+00	nan	nan	nan	nan	nan	nan
2.263020e+00	1.151930e+00	nan	nan	nan	nan	nan	nan
2.172610e+00	1.145000e+00	nan	nan	nan	nan	nan	nan
2.365110e+00	1.049210e+00	nan	nan	nan	nan	nan	nan
2.269040e+00	1.047210e+00	9.202559e-03	1.018036e+00	1.124794e-03	1.022679e-02	2.579305e-03	2.308365e-03
2.173560e+00	1.049180e+00	nan	nan	nan	nan	nan	nan
2.365120e+00	9.359960e-01	nan	nan	nan	nan	nan	nan
2.262260e+00	9.425120e-01	4.010081e-02	1.004092e+00	1.605382e-04	9.701924e+08	4.165591e+07	3.990608e+07
2.161350e+00	9.539130e-01	4.556641e-01	1.044709e+00	3.499969e-02	3.313760e+01	5.283445e+00	9.905137e-01
2.350380e+00	8.233460e-01	2.197723e-02	1.015715e+00	1.675823e-03	5.199412e-03	2.123673e-03	9.681267e-04
2.239690e+00	8.391340e-01	nan	nan	nan	nan	nan	nan
2.133300e+00	8.606710e-01	2.769180e-02	1.015035e+00	1.547613e-04	4.394890e-03	1.179072e-04	2.119424e-04
-2.381780e+00	1.345850e+00	1.464134e-02	1.015468e+00	4.735186e-04	nan	nan	nan
-2.319010e+00	1.401920e+00	1.315918e-02	1.015615e+00	6.241653e-04	4.384733e-03	5.109620e-04	4.683315e-04
-2.257800e+00	1.458290e+00	5.821135e-02	1.017422e+00	6.359647e-04	5.156376e-03	1.547743e-04	1.345087e-04
-2.453950e+00	1.434070e+00	2.164349e-02	1.018997e+00	8.117188e-04	5.926722e-03	6.169167e-04	4.444036e-04
-2.386110e+00	1.482960e+00	6.440877e-02	1.016744e+00	8.722781e-04	7.098914e-03	3.152401e-04	2.495355e-04
-2.319280e+00	1.531950e+00	1.463770e-01	1.017019e+00	1.423749e-03	7.689796e-03	2.766647e-04	1.634990e-04
-2.515530e+00	1.529250e+00	4.971960e-02	1.017377e+00	1.086653e-03	7.274068e-03	5.772475e-04	3.541521e-04
6.982140e-01	1.570750e+00	9.274302e-02	1.017170e+00	9.954343e-04	7.157740e-03	2.238074e-04	1.609255e-04
7.699210e-01	1.529410e+00	1.563021e-01	1.017406e+00	1.370648e-03	7.394491e-03	2.267007e-04	1.372566e-04
5.743680e-01	1.511600e+00	3.172104e-02	1.017375e+00	2.631644e-03	1.124940e-02	6.910272e-03	2.293930e-03
6.504870e-01	1.477350e+00	3.440150e-02	1.018938e+00	7.582169e-05	5.760063e-03	8.003985e-05	5.030464e-05
7.266190e-01	1.443850e+00	1.501503e-02	1.018073e+00	5.001049e-04	3.342024e-03	2.939560e-04	3.054679e-04
5.320190e-01	1.406490e+00	8.680092e-10	1.027084e+00	1.924642e-02	1.824061e+00	6.349832e+07	7.219951e+06
6.120950e-01	1.379620e+00	3.308672e-01	9.965620e-01	3.500000e-02	1.117464e+01	5.980453e+01	1.769510e+00
6.924880e-01	1.354120e+00	1.740048e-02	1.017539e+00	5.984461e-04	3.118776e-03	3.266511e-04	2.929139e-04
1.982250e+00	1.273260e+00	3.714044e-01	9.844180e-01	3.078365e-02	nan	nan	nan
1.896920e+00	1.255560e+00	2.541955e-01	9.825523e-01	3.030556e-02	8.940952e+00	2.427791e+01	1.093061e+00
1.811180e+00	1.240120e+00	2.182016e-08	1.048472e+00	3.371001e-02	2.743438e+01	1.155543e+08	2.457539e+07
2.004180e+00	1.161920e+00	nan	nan	nan	nan	nan	nan
1.913890e+00	1.151910e+00	2.239217e-02	1.019565e+00	5.947612e-03	1.487801e-02	1.010576e-01	1.687794e-02
1.823480e+00	1.144980e+00	1.117280e-02	1.014626e+00	6.713393e-06	2.685668e+08	2.406251e+07	7.182853e+06
