# alpha	beta	int	d	sig	s_int	s_d	s_sig
2.515080e+00	1.529510e+00	1.804105e+00	2.035892e+00	3.018163e-03	5.779276e-02	7.236428e-04	2.295785e-04
2.319520e+00	1.511700e+00	1.612901e+00	2.035453e+00	3.458088e-03	4.663947e-02	3.734734e-04	1.780929e-04
2.395640e+00	1.477450e+00	1.300492e+00	2.036227e+00	3.458476e-03	5.237948e-02	1.248722e-03	3.343293e-04
2.471770e+00	1.443950e+00	5.481741e-01	2.036301e+00	2.811831e-03	3.190855e-02	1.148544e-03	4.038484e-04
2.277180e+00	1.406590e+00	4.002413e-01	2.035600e+00	3.274669e-03	2.482296e-02	1.823103e-03	5.205341e-04
2.357250e+00	1.379720e+00	2.348808e-01	2.032827e+00	2.457438e-03	2.147615e-02	5.518531e-04	3.773824e-04
2.437640e+00	1.354220e+00	1.523356e-01	2.033942e+00	1.913815e-03	1.889409e-02	5.989125e-04	3.861477e-04
-2.555510e+00	1.273190e+00	3.171522e-01	2.036241e+00	3.303739e-03	2.385454e-02	2.236310e-03	6.235350e-04
-2.640850e+00	1.255480e+00	2.659962e-01	2.036191e+00	2.898894e-03	2.637724e-02	2.160242e-03	6.929629e-04
-2.726590e+00	1.240040e+00	1.707622e-01	2.031141e+00	9.525736e-04	4.588963e-02	5.202040e-04	4.891730e-04
-2.533580e+00	1.161850e+00	2.512153e-01	2.035764e+00	4.224063e-03	2.091858e-02	4.747753e-03	1.106749e-03
-2.623870e+00	1.151830e+00	1.947487e-01	2.033217e+00	8.412930e-04	1.865936e-02	2.412101e-04	2.376803e-04
-2.714290e+00	1.144900e+00	2.541562e-01	2.033295e+00	3.544092e-03	2.479692e-02	3.407586e-03	9.257700e-04
-2.521780e+00	1.049120e+00	2.785644e-01	2.033655e+00	3.222482e-03	1.692205e-02	1.223746e-03	4.585489e-04
-2.617860e+00	1.047120e+00	2.859586e-01	2.033762e+00	3.111691e-03	2.288936e-02	2.406721e-03	7.321959e-04
-2.713340e+00	1.049090e+00	3.633015e-01	2.032930e+00	2.119801e-03	3.073091e-02	7.679173e-04	3.397818e-04
-2.521770e+00	9.359030e-01	5.065239e-01	2.033244e+00	3.541525e-03	2.193676e-02	6.941226e-04	3.155548e-04
-2.624640e+00	9.424180e-01	7.073537e-01	2.032927e+00	3.642066e-03	3.494815e-02	1.111627e-03	3.999257e-04
-2.725550e+00	9.538200e-01	7.768427e-01	2.030844e+00	2.808359e-03	3.725872e-02	4.972393e-04	2.417856e-04
-2.536510e+00	8.232530e-01	1.033314e+00	2.032949e+00	3.738300e-03	3.257214e-02	1.063412e-03	2.792267e-04
-2.647210e+00	8.390400e-01	1.418867e+00	2.033182e+00	2.986476e-03	5.059855e-02	3.354403e-04	1.843991e-04
-2.753610e+00	8.605780e-01	1.837772e+00	2.032340e+00	3.298260e-03	6.081722e-02	7.040539e-04	2.420764e-04
-9.854690e-01	1.345860e+00	4.318693e-01	2.032601e+00	2.885931e-03	5.577665e-02	7.954515e-04	5.082287e-04
-9.227000e-01	1.401940e+00	9.615621e-01	2.034562e+00	3.021967e-03	4.527476e-02	9.413481e-04	3.170847e-04
-8.615020e-01	1.458310e+00	1.739114e+00	2.036283e+00	3.454957e-03	5.346549e-02	8.602568e-04	2.528966e-04
-1.057640e+00	1.434070e+00	6.023661e-01	2.033318e+00	2.713768e-03	2.896687e-02	3.809557e-04	2.212448e-04
-9.898140e-01	1.482970e+00	1.406839e+00	2.033809e+00	2.972413e-03	4.580627e-02	3.155960e-04	1.761212e-04
-9.229820e-01	1.531960e+00	2.013089e+00	2.035072e+00	3.528032e-03	5.110786e-02	5.567774e-04	1.858079e-04
-1.119230e+00	1.529240e+00	6.886787e-01	2.035222e+00	3.295850e-03	3.632634e-02	1.550016e-03	4.507268e-04
2.094500e+00	1.570750e+00	1.304971e+00	2.034385e+00	3.445696e-03	3.719112e-02	3.572014e-04	1.779218e-04
2.166210e+00	1.529400e+00	1.200725e+00	2.035545e+00	3.318690e-03	4.030633e-02	8.956890e-04	2.673574e-04
1.970650e+00	1.511610e+00	4.165994e-01	2.033718e+00	3.093877e-03	2.422551e-02	5.792971e-04	3.337002e-04
2.046770e+00	1.477350e+00	5.902552e-01	2.034968e+00	2.712413e-03	3.709971e-02	1.044683e-03	3.861963e-04
2.122900e+00	1.443840e+00	3.146145e-01	2.033741e+00	2.420409e-03	2.409760e-02	5.312451e-04	3.351188e-04
1.928290e+00	1.406500e+00	2.200176e-01	2.032935e+00	2.379249e-03	1.691320e-02	5.073532e-04	3.185584e-04
2.008370e+00	1.379630e+00	1.497307e-01	2.030485e+00	1.306427e-03	2.582056e-02	5.592090e-04	4.589804e-04
2.088760e+00	1.354120e+00	1.532817e-01	2.030914e+00	3.526274e-03	2.065173e-02	1.660423e-03	8.972376e-04
-2.904730e+00	1.273240e+00	3.485676e-01	2.033486e+00	3.496821e-03	2.623437e-02	8.074562e-04	4.599775e-04
-2.990070e+00	1.255540e+00	1.829520e-01	2.034973e+00	4.101806e-03	3.423146e-02	8.401709e-03	1.814877e-03
-3.075810e+00	1.240090e+00	3.448587e-01	2.030436e+00	2.712875e-03	4.479096e-02	8.030531e-04	5.909229e-04
-2.882810e+00	1.161900e+00	3.311041e-01	2.032410e+00	2.993176e-03	2.618176e-02	7.588214e-04	4.364874e-04
-2.973100e+00	1.151890e+00	2.387451e-01	2.033251e+00	2.813465e-03	2.262424e-02	1.976551e-03	6.988891e-04
-3.063510e+00	1.144960e+00	3.327097e-01	2.031278e+00	2.862115e-03	2.770365e-02	1.835279e-03	5.963966e-04
-2.871010e+00	1.049170e+00	6.463284e-01	2.031965e+00	2.450832e-03	3.274889e-02	3.406920e-04	2.178058e-04
-2.967080e+00	1.047170e+00	9.007765e-01	2.032256e+00	2.890897e-03	3.976548e-02	5.677843e-04	2.474278e-04
-3.062570e+00	1.049140e+00	1.030052e+00	2.031864e+00	2.811649e-03	5.331539e-02	5.734101e-04	2.774586e-04
-2.871000e+00	9.359540e-01	1.794026e+00	2.031825e+00	3.454783e-03	4.940812e-02	3.640031e-04	1.817734e-04
-2.973870e+00	9.424710e-01	2.674270e+00	2.032061e+00	2.993121e-03	6.943009e-02	2.404412e-04	1.289943e-04
-3.074780e+00	9.538740e-01	3.253908e+00	2.030396e+00	2.913123e-03	9.290413e-02	2.866202e-04	1.510536e-04
-2.885740e+00	8.233040e-01	3.661497e+00	2.031965e+00	3.982322e-03	6.928214e-02	3.686644e-04	1.441539e-04
-2.996440e+00	8.390930e-01	5.288468e+00	2.032844e+00	3.689742e-03	1.160605e-01	2.931130e-04	1.487619e-04
-3.102830e+00	8.606320e-01	6.357633e+00	2.031265e+00	3.257703e-03	1.358212e-01	2.184297e-04	1.217724e-04
-1.334700e+00	1.345840e+00	1.470378e-01	2.034199e+00	2.834350e-03	2.631879e-02	3.769452e-03	1.263968e-03
-1.271930e+00	1.401920e+00	1.374897e-01	2.035083e+00	6.923793e-03	1.146564e-01	8.655680e-02	1.144162e-02
-1.210730e+00	1.458280e+00	1.920591e-01	2.035857e+00	4.361742e-03	2.517757e-02	9.313568e-03	2.087367e-03
-1.406870e+00	1.434060e+00	2.919400e-01	2.032532e+00	2.289034e-03	2.384443e-02	6.221027e-04	3.650125e-04
-1.339040e+00	1.482950e+00	2.575140e-01	2.033448e+00	3.427184e-03	2.860207e-02	2.882808e-03	9.309112e-04
-1.272200e+00	1.531940e+00	3.043757e-01	2.032287e+00	2.803748e-03	2.813841e-02	7.283246e-04	4.908325e-04
-1.468460e+00	1.529230e+00	3.550282e-01	2.032805e+00	3.188059e-03	2.473795e-02	6.848571e-04	4.237806e-04
1.745290e+00	1.570760e+00	2.433931e-01	2.032926e+00	2.216575e-03	2.209387e-02	6.883298e-04	3.807341e-04
1.816990e+00	1.529420e+00	2.143472e-01	2.035103e+00	2.890790e-03	2.076656e-02	2.363490e-03	7.527329e-04
1.621440e+00	1.511620e+00	2.492650e-01	2.034327e+00	2.967308e-03	2.318472e-02	2.139707e-03	7.494761e-04
1.697550e+00	1.477370e+00	1.541787e-01	2.035711e+00	2.464040e-03	2.429498e-02	2.516104e-03	9.460825e-04
1.773680e+00	1.443860e+00	7.314205e-02	2.034332e+00	1.769146e-03	1.427640e-02	1.520878e-03	8.470506e-04
1.579080e+00	1.406510e+00	2.142167e-01	2.030503e+00	2.570410e-03	2.276763e-02	6.764469e-04	5.576453e-04
1.659160e+00	1.379640e+00	2.073675e-01	2.034294e+00	2.647842e-03	2.062414e-02	1.657178e-03	6.060012e-04
1.739550e+00	1.354130e+00	1.344202e-01	2.033014e+00	3.107794e-03	2.237908e-02	5.096923e-03	1.525342e-03
3.029460e+00	1.273290e+00	2.213562e-01	2.033794e+00	3.416513e-03	1.848473e-02	2.776343e-03	8.090426e-04
2.944120e+00	1.255600e+00	1.655262e-01	2.032449e+00	3.040681e-03	2.517534e-02	3.717356e-03	1.215526e-03
2.858390e+00	1.240160e+00	1.885067e-01	2.032719e+00	2.212525e-03	3.277433e-02	1.306933e-03	7.435177e-04
3.051380e+00	1.161960e+00	3.716043e-01	2.032901e+00	3.389731e-03	2.038083e-02	8.465400e-04	3.873891e-04
2.961100e+00	1.151950e+00	2.736643e-01	2.034507e+00	2.721633e-03	2.567367e-02	1.575882e-03	5.301317e-04
2.870690e+00	1.145020e+00	3.393012e-01	2.031826e+00	1.833923e-03	2.353744e-02	3.761677e-04	2.454481e-04
3.063180e+00	1.049230e+00	9.333302e-01	2.032219e+00	2.966608e-03	3.956147e-02	4.008025e-04	2.403142e-04
2.967110e+00	1.047230e+00	9.803532e-01	2.031823e+00	2.405480e-03	4.461016e-02	3.220997e-04	1.896664e-04
2.871630e+00	1.049200e+00	6.083255e-01	2.031656e+00	2.054586e-03	3.752873e-02	3.526554e-04	2.398489e-04
3.063180e+00	9.360100e-01	3.574564e+00	2.032745e+00	3.897555e-03	7.887022e-02	8.318656e-04	2.213820e-04
2.960320e+00	9.425300e-01	2.937627e+00	2.032847e+00	3.396054e-03	9.220466e-02	9.194757e-04	2.634528e-04
2.859410e+00	9.539350e-01	1.634711e+00	2.031450e+00	2.666270e-03	7.009504e-02	6.333535e-04	2.342817e-04
3.048430e+00	8.233610e-01	6.730492e+00	2.032336e+00	4.193745e-03	1.197463e-01	4.974142e-04	1.593167e-04
2.937740e+00	8.391530e-01	4.924302e+00	2.033575e+00	3.904612e-03	1.139749e-01	4.709094e-04	1.859246e-04
2.831360e+00	8.606940e-01	2.382413e+00	2.031921e+00	3.262532e-03	6.968134e-02	3.741551e-04	1.756579e-04
-1.683690e+00	1.345810e+00	8.365707e-02	2.030042e+00	8.031335e-04	nan	nan	nan
-1.620920e+00	1.401880e+00	1.198843e-01	2.030987e+00	1.826130e-03	3.676898e-02	1.008839e-03	9.856947e-04
-1.559710e+00	1.458250e+00	7.440723e-02	2.034261e+00	3.130764e-03	1.993607e-02	8.003064e-03	2.468725e-03
-1.755860e+00	1.434030e+00	2.257845e-01	2.032943e+00	2.554500e-03	1.936044e-02	6.745361e-04	3.944829e-04
-1.688020e+00	1.482920e+00	2.135349e-01	2.032509e+00	2.235653e-03	2.296525e-02	6.924775e-04	4.929179e-04
-1.621180e+00	1.531910e+00	2.400767e-01	2.034238e+00	2.997041e-03	2.855026e-02	3.388135e-03	1.044272e-03
-1.817440e+00	1.529210e+00	4.930278e-12	2.021652e+00	8.009449e-04	4.354728e-03	1.645515e+04	6.276737e+03
1.396310e+00	1.570790e+00	3.203831e-01	2.034827e+00	2.876697e-03	2.242322e-02	1.189350e-03	4.331382e-04
1.468010e+00	1.529450e+00	1.644021e-01	2.033459e+00	2.151033e-03	2.298439e-02	9.152794e-04	6.196496e-04
1.272460e+00	1.511640e+00	3.118226e-01	2.034960e+00	3.595772e-03	2.395208e-02	1.296972e-03	5.215786e-04
1.348580e+00	1.477390e+00	3.400113e-01	2.034634e+00	2.369033e-03	3.691118e-02	7.066093e-04	4.199707e-04
1.424710e+00	1.443890e+00	1.264582e-01	2.034510e+00	2.964324e-03	2.021137e-02	4.011715e-03	1.187598e-03
1.230120e+00	1.406520e+00	2.299731e-01	2.031721e+00	2.263761e-03	2.235326e-02	5.488157e-04	4.164872e-04
1.310190e+00	1.379660e+00	2.218252e-01	2.032381e+00	4.782454e-03	3.063451e-02	2.989633e-03	1.217724e-03
1.390580e+00	1.354160e+00	2.200710e-01	2.031270e+00	3.040285e-03	2.495193e-02	1.130339e-03	6.624420e-04
2.680240e+00	1.273150e+00	1.673687e-01	2.035181e+00	1.684639e-03	1.717298e-02	7.367956e-04	3.589648e-04
2.594900e+00	1.255460e+00	1.765355e-01	2.034785e+00	2.593642e-03	1.713052e-02	1.835319e-03	6.293374e-04
2.509160e+00	1.240020e+00	1.511889e-01	2.031736e+00	1.163027e-03	2.362815e-02	4.586228e-04	3.878388e-04
2.702160e+00	1.161810e+00	1.832353e-01	2.035170e+00	2.510687e-03	1.473416e-02	1.279750e-03	4.690757e-04
2.611870e+00	1.151800e+00	2.710664e-01	2.034385e+00	4.354433e-03	2.771743e-02	7.200537e-03	1.624486e-03
2.521450e+00	1.144880e+00	2.406700e-01	2.033021e+00	2.338667e-03	2.232813e-02	7.370121e-04	3.824023e-04
